utterance	note	who	sentence
ParlaMint-UA_2014-02-20-m0.u59	ДЕРЕВ’ЯНКО Ю.Б.	#ЮрійБогдановичДерев’янко.1973	Прошу до слова депутата [Дерев’янка](ParlaMint-UA_2014-02-20-m0.u58.p1.s2.w5). 
ParlaMint-UA_2014-02-20-m0.u61	КУПРЕЙЧИК І.В.	#ІринаВалеріївнаКупрейчик.1971	Прошу до слова народного депутата [Купрейчик](ParlaMint-UA_2014-02-20-m0.u60.p1.s1.w6). 
ParlaMint-UA_2014-02-20-m0.u63	СИЧ О.М.	#ОлександрМаксимовичСич.1964	Прошу до слова народного депутата [Сича](ParlaMint-UA_2014-02-20-m0.u62.p2.s1.w6). 
ParlaMint-UA_2014-02-20-m0.u65	АТРОШЕНКО В.А.	#ВладиславАнатолійовичАтрошенко.1968	Перед тим, як буде виступати наступний виступаючий, з вашу дозволу, оголошу заяву, яку подав на ім'я Голови Верховної Ради України у відповідності до пункту 3 статті 60 Закону України "Про Регламент" про вихід з фракції Партії регіонів [Атрошенко](ParlaMint-UA_2014-02-20-m0.u64.p2.s1.w44) [Владислав](ParlaMint-UA_2014-02-20-m0.u64.p2.s1.w45) Анатолійович, виборчий округ 206. 
ParlaMint-UA_2014-02-20-m0.u65	АТРОШЕНКО В.А.	#ВладиславАнатолійовичАтрошенко.1968	Перед тим, як буде виступати наступний виступаючий, з вашу дозволу, оголошу заяву, яку подав на ім'я Голови Верховної Ради України у відповідності до пункту 3 статті 60 Закону України "Про Регламент" про вихід з фракції Партії регіонів [Атрошенко](ParlaMint-UA_2014-02-20-m0.u64.p2.s1.w44) Владислав [Анатолійович](ParlaMint-UA_2014-02-20-m0.u64.p2.s1.w46), виборчий округ 206. 
ParlaMint-UA_2014-02-20-m0.u65	АТРОШЕНКО В.А.	#ВладиславАнатолійовичАтрошенко.1968	Прошу до слова [Атрошенка](ParlaMint-UA_2014-02-20-m0.u64.p3.s1.w4) [Владислава](ParlaMint-UA_2014-02-20-m0.u64.p3.s1.w5) Анатолійовича. 
ParlaMint-UA_2014-02-20-m0.u65	АТРОШЕНКО В.А.	#ВладиславАнатолійовичАтрошенко.1968	Прошу до слова [Атрошенка](ParlaMint-UA_2014-02-20-m0.u64.p3.s1.w4) Владислава [Анатолійовича](ParlaMint-UA_2014-02-20-m0.u64.p3.s1.w6). 
ParlaMint-UA_2014-02-20-m0.u67	ФАРІОН І.Д.	#ІринаДмитрівнаФаріон.1964	Прошу до слова народного депутата [Фаріон](ParlaMint-UA_2014-02-20-m0.u66.p1.s2.w6). 
ParlaMint-UA_2014-02-20-m0.u69	СОБОЛЄВ С.В.	#СергійВладиславовичСоболєв.1961	Прошу до слова [Сергія](ParlaMint-UA_2014-02-20-m0.u68.p3.s1.w4) [Соболєва](ParlaMint-UA_2014-02-20-m0.u68.p3.s1.w5). 
ParlaMint-UA_2014-02-20-m0.u71	КАПЛІН С.М.	#СергійМиколайовичКаплін.1979	Прошу народного депутата [Капліна](ParlaMint-UA_2014-02-20-m0.u70.p3.s1.w4) до слова. 
ParlaMint-UA_2014-02-20-m0.u73	НАЛИВАЙЧЕНКО В.О.	#ВалентинОлександровичНаливайченко.1966	Прошу до слова народного депутата [Наливайченко](ParlaMint-UA_2014-02-20-m0.u72.p2.s1.w6). 
ParlaMint-UA_2014-02-20-m0.u75	ШУФРИЧ Н.І.	#НесторІвановичШуфрич.1966	Прошу до слова народного депутата [Шуфрича](ParlaMint-UA_2014-02-20-m0.u74.p2.s1.w6). 
ParlaMint-UA_2014-02-20-m0.u78	ТОМЕНКО М.В.	#МиколаВолодимировичТоменко.1964	Прошу народний депутат [Томенко](ParlaMint-UA_2014-02-20-m0.u77.p3.s1.w4). 
ParlaMint-UA_2014-02-20-m0.u80	МІЩЕНКО С.Г.	#СергійГригоровичМіщенко.1971	Прошу до слова [Сергія](ParlaMint-UA_2014-02-20-m0.u79.p1.s2.w4) [Міщенка](ParlaMint-UA_2014-02-20-m0.u79.p1.s2.w5). 
ParlaMint-UA_2014-02-20-m0.u82	КНЯЖИЦЬКИЙ М.Л.	#МиколаЛеонідовичКняжицький.1968	Прошу до слова народного депутата [Княжицького](ParlaMint-UA_2014-02-20-m0.u81.p2.s1.w6). 
ParlaMint-UA_2014-02-20-m0.u84	МІРОШНИЧЕНКО І.М.	#ІгорМихайловичМірошниченко.1976	Прошу до слова [Ігоря](ParlaMint-UA_2014-02-20-m0.u83.p2.s1.w4) [Мірошниченка](ParlaMint-UA_2014-02-20-m0.u83.p2.s1.w5). 
ParlaMint-UA_2014-02-20-m0.u90	БЕНЮК Б.М.	#БогданМихайловичБенюк.1957	Прошу до слова народного депутата [Бенюка](ParlaMint-UA_2014-02-20-m0.u89.p2.s1.w6). 
ParlaMint-UA_2014-02-20-m0.u92	ГОЛОВКО В.А.	#ВалерійАнатолійовичГоловко.1965	Прошу до слова народного депутата [Головка](ParlaMint-UA_2014-02-20-m0.u91.p2.s1.w6). 
ParlaMint-UA_2014-02-20-m0.u94	ДУБІЛЬ В.О.	#ВалерійОлександровичДубіль.1973	Є [Дубіль](ParlaMint-UA_2014-02-20-m0.u93.p2.s2.w2)? 
ParlaMint-UA_2014-02-20-m0.u96	ШУФРИЧ Н.І.	#НесторІвановичШуфрич.1966	Для короткої інформації, будь ласка, [Нестор](ParlaMint-UA_2014-02-20-m0.u95.p2.s1.w8) [Шуфрич](ParlaMint-UA_2014-02-20-m0.u95.p2.s1.w9). 
ParlaMint-UA_2014-02-20-m0.u102	РУДЬКОВСЬКИЙ М.М.	#МиколаМиколайовичРудьковський.1967	Прошу, [Рудьковський](ParlaMint-UA_2014-02-20-m0.u101.p1.s9.w3), будь ласка. 
ParlaMint-UA_2014-02-20-m0.u107	СТОЙКО І.М.	#ІванМихайловичСтойко.1961	Я прошу до слова народного депутата [Стойко](ParlaMint-UA_2014-02-20-m0.u106.p3.s3.w7). 
ParlaMint-UA_2014-02-20-m0.u109	СОБОЛЄВ С.В.	#СергійВладиславовичСоболєв.1961	[Сергій](ParlaMint-UA_2014-02-20-m0.u108.p2.s2.w1) [Соболєв](ParlaMint-UA_2014-02-20-m0.u108.p2.s2.w2), будь ласка. 
ParlaMint-UA_2014-02-20-m0.u113	ЛИТВИН В.М.	#ВолодимирМихайловичЛитвин.1956	Прошу включити мікрофон [Володимиру](ParlaMint-UA_2014-02-20-m0.u112.p26.s2.w4) [Литвину](ParlaMint-UA_2014-02-20-m0.u112.p26.s2.w5). 
ParlaMint-UA_2014-02-20-m0.u115	ТЯГНИБОК О.Я.	#ОлегЯрославовичТягнибок.1968	Прошу до слова [Олега](ParlaMint-UA_2014-02-20-m0.u114.p9.s1.w4) [Тягнибока](ParlaMint-UA_2014-02-20-m0.u114.p9.s1.w5). 
ParlaMint-UA_2014-02-20-m0.u120	ТУРЧИНОВ О.В.	#ОлександрВалентиновичТурчинов.1964	Прошу, [Олександр](ParlaMint-UA_2014-02-20-m0.u119.p1.s2.w3) [Турчинов](ParlaMint-UA_2014-02-20-m0.u119.p1.s2.w4). 
ParlaMint-UA_2014-02-20-m0.u130	КИРИЛЕНКО В.А.	#В’ячеславАнатолійовичКириленко.1968	Я прошу включити мікрофон народному депутату [В'ячеславу](ParlaMint-UA_2014-02-20-m0.u129.p5.s1.w7) [Кириленкові](ParlaMint-UA_2014-02-20-m0.u129.p5.s1.w8). 
ParlaMint-UA_2014-02-20-m0.u132	ЯВОРІВСЬКИЙ В.О.	#ВолодимирОлександровичЯворівський.1942	Для інформації, будь ласка, [Яворівському](ParlaMint-UA_2014-02-20-m0.u131.p2.s1.w7) включіть мікрофон. 
ParlaMint-UA_2014-02-20-m0.u136	ЯЦЕНЮК А.П.	#АрсенійПетровичЯценюк.1974	Прошу включити мікрофон [Арсенію](ParlaMint-UA_2014-02-20-m0.u135.p8.s1.w4) [Яценюку](ParlaMint-UA_2014-02-20-m0.u135.p8.s1.w5). 
ParlaMint-UA_2014-02-21-m0.u7	ТЯГНИБОК О.Я.	#ОлегЯрославовичТягнибок.1968	Об'єднання "Свобода", народний депутат [Олег](ParlaMint-UA_2014-02-21-m0.u6.p4.s2.w8) [Тягнибок](ParlaMint-UA_2014-02-21-m0.u6.p4.s2.w9), прошу. 
ParlaMint-UA_2014-02-21-m0.u9	КУРПІЛЬ С.В.	#СтепанВолодимировичКурпіль.1959	Прошу, фракція "Батьківщина", [Курпіль](ParlaMint-UA_2014-02-21-m0.u8.p1.s1.w8). 
ParlaMint-UA_2014-02-21-m0.u11	ЯЦЕНЮК А.П.	#АрсенійПетровичЯценюк.1974	[Арсеній](ParlaMint-UA_2014-02-21-m0.u10.p1.s1.w1) [Яценюк](ParlaMint-UA_2014-02-21-m0.u10.p1.s1.w2), прошу. 
ParlaMint-UA_2014-02-21-m0.u13	СИМОНЕНКО П.М.	#ПетроМиколайовичСимоненко.1952	[Симоненко](ParlaMint-UA_2014-02-21-m0.u12.p1.s2.w1), прошу. 
ParlaMint-UA_2014-02-21-m0.u15	РІЗАНЕНКО П.О.	#ПавлоОлександровичРізаненко.1975	Фракція "УДАР Віталія Кличка", [Різаненко](ParlaMint-UA_2014-02-21-m0.u14.p1.s1.w8), народний депутат. 
ParlaMint-UA_2014-02-21-m0.u17	КЛИЧКО В.В.	#ВіталійВолодимировичКличко.1971	Керівник фракції [Віталій](ParlaMint-UA_2014-02-21-m0.u16.p1.s2.w3) [Кличко](ParlaMint-UA_2014-02-21-m0.u16.p1.s2.w4). 
ParlaMint-UA_2014-02-21-m0.u17	КЛИЧКО В.В.	#ВіталійВолодимировичКличко.1971	Керівник фракції [Віталій](ParlaMint-UA_2014-02-21-m0.u16.p1.s2.w3) [Кличко](ParlaMint-UA_2014-02-21-m0.u16.p1.s2.w4). 
ParlaMint-UA_2014-02-21-m0.u21	МІРОШНИЧЕНКО Ю.Р.	#ЮрійРомановичМірошниченко.1970	Партія регіонів, [Юрій](ParlaMint-UA_2014-02-21-m0.u20.p1.s1.w4) [Мірошниченко](ParlaMint-UA_2014-02-21-m0.u20.p1.s1.w5). 
ParlaMint-UA_2014-02-21-m0.u23	ЄРЕМЕЄВ І.М.	#ІгорМироновичЄремеєв.1968	Я прошу, народний депутат [Єремеєв](ParlaMint-UA_2014-02-21-m0.u22.p1.s1.w6) [Ігор](ParlaMint-UA_2014-02-21-m0.u22.p1.s1.w7). 
ParlaMint-UA_2014-02-21-m0.u30	ЛЯШКО О.В.	#ОлегВалерійовичЛяшко.1972	Народний депутат [Ляшко](ParlaMint-UA_2014-02-21-m0.u29.p1.s2.w3). 
ParlaMint-UA_2014-02-21-m0.u30	ЛЯШКО О.В.	#ОлегВалерійовичЛяшко.1972	Хвилина, народний депутат [Ляшко](ParlaMint-UA_2014-02-21-m0.u29.p1.s4.w5). 
ParlaMint-UA_2014-02-21-m0.u46	ЯЦЕНЮК А.П.	#АрсенійПетровичЯценюк.1974	[Яценюк](ParlaMint-UA_2014-02-21-m0.u45.p1.s3.w1). 
ParlaMint-UA_2014-02-21-m0.u48	КОШУЛИНСЬКИЙ Р.В.	#РусланВолодимировичКошулинський.1969	Я прошу, [Кошулинський](ParlaMint-UA_2014-02-21-m0.u47.p1.s1.w4). 
ParlaMint-UA_2014-02-21-m0.u52	РУДЬКОВСЬКИЙ М.М.	#МиколаМиколайовичРудьковський.1967	[Рудьковський](ParlaMint-UA_2014-02-21-m0.u51.p1.s1.w1), народний депутат. 
ParlaMint-UA_2014-02-21-m0.u54	ТОМЕНКО М.В.	#МиколаВолодимировичТоменко.1964	[Микола](ParlaMint-UA_2014-02-21-m0.u53.p1.s2.w1) [Томенко](ParlaMint-UA_2014-02-21-m0.u53.p1.s2.w2). 
ParlaMint-UA_2014-02-21-m0.u58	ДОНІЙ О.С.	#ОлександрСергійовичДоній.1969	Народний депутат [Доній](ParlaMint-UA_2014-02-21-m0.u57.p1.s1.w3). 
ParlaMint-UA_2014-02-21-m0.u61	СМІТЮХ Г.Є.	#ГригорійЄвдокимовичСмітюх.1961	Прошу включити мікрофон депутата [Смітюха](ParlaMint-UA_2014-02-21-m0.u60.p1.s1.w5). 
ParlaMint-UA_2014-02-21-m0.u66	ТИМОШЕНКО В.А.	#ВікторАнатолійовичТимошенко.1969	Хвилина, [Тимошенко](ParlaMint-UA_2014-02-21-m0.u65.p1.s3.w3). 
ParlaMint-UA_2014-02-21-m0.u70	МІРОШНИЧЕНКО Ю.Р.	#ЮрійРомановичМірошниченко.1970	Прошу, [Мірошниченко](ParlaMint-UA_2014-02-21-m0.u69.p1.s2.w3), хвилина і вам хвилина. 
ParlaMint-UA_2014-02-21-m0.u74	СОБОЛЄВ С.В.	#СергійВладиславовичСоболєв.1961	[Сергій](ParlaMint-UA_2014-02-21-m0.u73.p1.s2.w1) [Соболєв](ParlaMint-UA_2014-02-21-m0.u73.p1.s2.w2), прошу. 
ParlaMint-UA_2014-02-21-m0.u76	ЯЦЕНЮК А.П.	#АрсенійПетровичЯценюк.1974	Прошу, [Арсеній](ParlaMint-UA_2014-02-21-m0.u75.p1.s1.w3) [Яценюк](ParlaMint-UA_2014-02-21-m0.u75.p1.s1.w4). 
ParlaMint-UA_2014-02-21-m0.u79	ТЯГНИБОК О.Я.	#ОлегЯрославовичТягнибок.1968	Тому я хочу надати слово [Олегу](ParlaMint-UA_2014-02-21-m0.u78.p5.s1.w6) [Тягнибоку](ParlaMint-UA_2014-02-21-m0.u78.p5.s1.w7). 
ParlaMint-UA_2014-02-21-m0.u83	КЛИЧКО В.В.	#ВіталійВолодимировичКличко.1971	Керівник фракції [Віталій](ParlaMint-UA_2014-02-21-m0.u82.p1.s3.w3) [Кличко](ParlaMint-UA_2014-02-21-m0.u82.p1.s3.w4). 
ParlaMint-UA_2014-02-21-m0.u83	КЛИЧКО В.В.	#ВіталійВолодимировичКличко.1971	Керівник фракції [Віталій](ParlaMint-UA_2014-02-21-m0.u82.p1.s3.w3) [Кличко](ParlaMint-UA_2014-02-21-m0.u82.p1.s3.w4). 
ParlaMint-UA_2014-02-21-m0.u85	ЯЦЕНЮК А.П.	#АрсенійПетровичЯценюк.1974	Запрошую до слова керівника фракції "Батьківщина" [Арсенія](ParlaMint-UA_2014-02-21-m0.u84.p1.s2.w9) [Петровича](ParlaMint-UA_2014-02-21-m0.u84.p1.s2.w10) [Яценюка](ParlaMint-UA_2014-02-21-m0.u84.p1.s2.w11), прошу. 
ParlaMint-UA_2014-02-21-m0.u87	ЯЦЕНЮК А.П.	#АрсенійПетровичЯценюк.1974	Слово для доповіді з цього питання надається народному депутату України [Арсенію](ParlaMint-UA_2014-02-21-m0.u86.p14.s1.w11) [Петровичу](ParlaMint-UA_2014-02-21-m0.u86.p14.s1.w12) [Яценюку](ParlaMint-UA_2014-02-21-m0.u86.p14.s1.w13). 
ParlaMint-UA_2014-02-21-m0.u89	ЯЦЕНЮК А.П.	#АрсенійПетровичЯценюк.1974	Прошу включити мікрофон [Яценюка](ParlaMint-UA_2014-02-21-m0.u88.p3.s1.w4). 
ParlaMint-UA_2014-02-21-m0.u101	ЛЯШКО О.В.	#ОлегВалерійовичЛяшко.1972	Прошу, хвилина, [Олег](ParlaMint-UA_2014-02-21-m0.u100.p1.s1.w5) [Ляшко](ParlaMint-UA_2014-02-21-m0.u100.p1.s1.w6). 
ParlaMint-UA_2014-02-21-m0.u103	РУДЬКОВСЬКИЙ М.М.	#МиколаМиколайовичРудьковський.1967	[Рудьковський](ParlaMint-UA_2014-02-21-m0.u102.p1.s1.w1), прошу. 
ParlaMint-UA_2014-02-21-m0.u105	ЧУМАК В.В.	#ВікторВасильовичЧумак.1958	[Віктор](ParlaMint-UA_2014-02-21-m0.u104.p1.s1.w1) [Чумак](ParlaMint-UA_2014-02-21-m0.u104.p1.s1.w2), фракція "УДАР", прошу. 
ParlaMint-UA_2014-02-21-m0.u105	ЧУМАК В.В.	#ВікторВасильовичЧумак.1958	[Віктор](ParlaMint-UA_2014-02-21-m0.u104.p1.s1.w1) [Чумак](ParlaMint-UA_2014-02-21-m0.u104.p1.s1.w2), фракція "УДАР", прошу. 
ParlaMint-UA_2014-02-21-m0.u107	ЯЦЕНКО А.В.	#АнтонВолодимировичЯценко.1977	Прошу, хвилина, [Яценко](ParlaMint-UA_2014-02-21-m0.u106.p1.s1.w5). 
ParlaMint-UA_2014-02-21-m0.u109	БОНДАРЕНКО В.Д.	#ВолодимирДмитровичБондаренко.1952	Прошу, хвилина, [Володимир](ParlaMint-UA_2014-02-21-m0.u108.p1.s1.w5) [Бондаренко](ParlaMint-UA_2014-02-21-m0.u108.p1.s1.w6). 
ParlaMint-UA_2014-02-21-m0.u113	СУШКЕВИЧ В.М.	#ВалерійМихайловичСушкевич.1954	Прошу, народний депутат [Сушкевич](ParlaMint-UA_2014-02-21-m0.u112.p1.s1.w5). 
ParlaMint-UA_2014-02-21-m0.u118	СИМОНЕНКО П.М.	#ПетроМиколайовичСимоненко.1952	Прошу, народний депутат [Симоненко](ParlaMint-UA_2014-02-21-m0.u117.p4.s1.w5), хвилина. 
ParlaMint-UA_2014-02-21-m0.u126	СИМОНЕНКО П.М.	#ПетроМиколайовичСимоненко.1952	Прошу [Симоненко](ParlaMint-UA_2014-02-21-m0.u125.p3.s2.w2) і потім – Мірошниченко. 
ParlaMint-UA_2014-02-21-m0.u132	МІРОШНИЧЕНКО Ю.Р.	#ЮрійРомановичМірошниченко.1970	Прошу, [Мірошниченко](ParlaMint-UA_2014-02-21-m0.u131.p1.s1.w3). 
ParlaMint-UA_2014-02-21-m0.u134	ЯЦЕНЮК А.П.	#АрсенійПетровичЯценюк.1974	[Яценюк](ParlaMint-UA_2014-02-21-m0.u133.p1.s1.w1), народний депутат. 
ParlaMint-UA_2014-02-21-m0.u136	СИМОНЕНКО П.М.	#ПетроМиколайовичСимоненко.1952	Прошу, мікрофон народного депутата [Симоненка](ParlaMint-UA_2014-02-21-m0.u135.p7.s1.w6). 
ParlaMint-UA_2014-02-21-m0.u140	РУДЬКОВСЬКИЙ М.М.	#МиколаМиколайовичРудьковський.1967	[Рудьковський](ParlaMint-UA_2014-02-21-m0.u139.p1.s1.w1), прошу. 
ParlaMint-UA_2014-02-21-m0.u145	ТУРЧИНОВ О.В.	#ОлександрВалентиновичТурчинов.1964	Прошу для доповіді [Олександра](ParlaMint-UA_2014-02-21-m0.u144.p8.s1.w4) [Валентиновича](ParlaMint-UA_2014-02-21-m0.u144.p8.s1.w5) [Турчинова](ParlaMint-UA_2014-02-21-m0.u144.p8.s1.w6). 
ParlaMint-UA_2014-02-21-m0.u149	ГЕРМАН Г.М.	#ГаннаМиколаївнаГерман.1959	Хвилина, [Ганна](ParlaMint-UA_2014-02-21-m0.u148.p1.s1.w3) [Герман](ParlaMint-UA_2014-02-21-m0.u148.p1.s1.w4), прошу. 
